,id,href,name_rus,name_eng,rating,rating_count,critics_rating,imdb_rating,imdb_rating_count,year,duration,genres,countries
452,594554,/film/mir-yurskogo-perioda-2015-594554/,Мир Юрского периода,Jurassic World,6.856,114548.0,71,7.0,509499,2015,125,"фантастика,боевик,приключения",США
455,61774,/film/damy-v-lilovom-2004-61774/,Дамы в лиловом,Ladies in Lavender,7.358,1925.0,63,7.1,8966,2004,104,"драма,музыка,мелодрама",Великобритания
457,229253,/film/229253/,Возвращение короля ,The Return of the King,6.787000000000001,719.0,67,5.7,3056,1980,98,"боевик,приключения,мультфильм,мюзикл,фэнтези","США,Япония"
459,1976,/film/komatozniki-1990-1976/,Коматозники,Flatliners,7.218,15243.0,48,6.6,71534,1990,115,"фантастика,драма,триллер",США
462,471909,/film/471909/,Открытое море: Новые жертвы,The Reef,5.837999999999999,3692.0,79,5.8,13530,2010,88,"триллер,ужасы",Австралия
465,468,/film/vzvod-1986-468/,Взвод,Platoon,8.013,46361.0,88,8.1,325614,1986,115,"драма,военный","Великобритания,США"
469,581486,/film/si-bemol-kokos-2012-581486/,Си-бемоль-кокос,Why Stop Now?,6.082000000000001,833.0,24,5.6,6803,2012,90,"драма,комедия",США
470,13940,/film/kaliforniyskiy-poker-1974-13940/,Калифорнийский покер,California Split,6.938,391.0,93,7.3,4209,1974,108,"драма,комедия",США
472,275429,/film/275429/,Страх[и] темноты,Peur(s) du noir,6.858,1235.0,72,6.8,2760,2007,78,"ужасы,детектив,мультфильм",Франция
474,39872,/film/dekameron-1970-39872/,Декамерон,Il Decameron,7.457999999999999,2769.0,83,7.1,8123,1970,110,"драма,история,мелодрама,комедия","Германия (ФРГ),Италия,Франция"
475,510061,/film/510061/,Rush: За кулисами,Rush: Beyond the Lighted Stage,6.835,111.0,89,8.5,3477,2010,107,"музыка,биография,документальный",Канада
477,13995,/film/13995/,Человек Омега,The Omega Man,6.046,1059.0,63,6.6,25265,1971,98,"фантастика,боевик,триллер",США
480,474953,/film/474953/,Шерлок Холмс: Игра теней,Sherlock Holmes: A Game of Shadows,7.852,191577.0,60,7.5,374211,2011,128,"боевик,криминал,приключения,триллер,детектив",США
481,2896,/film/shpiony-kak-my-1985-2896/,Шпионы как мы,Spies Like Us,6.638,1643.0,32,6.4,38075,1985,103,"приключения,комедия",США
484,647451,/film/647451/,Маньяк,Maniac,5.803999999999999,19336.0,51,6.1,29919,2012,85,ужасы,"США,Франция"
485,3008,/film/epokha-radio-1987-3008/,Эпоха радио,Radio Days,7.54,2664.0,88,7.6,27444,1987,85,"семейный,комедия",США
486,5058,/film/prervannaya-zhizn-1999-5058/,Прерванная жизнь,"Girl, Interrupted",7.837000000000001,60296.0,54,7.4,141729,1999,127,"драма,биография","США,Германия"
490,5167,/film/5167/,Эффект бабочки,The Butterfly Effect,8.169,308331.0,33,7.7,399205,2003,113,"фантастика,триллер","США,Канада"
491,6784,/film/gotika-1986-6784/,Готика,Gothic,6.676,1177.0,50,5.8,6021,1986,87,ужасы,Великобритания
492,668,/film/punkt-naznacheniya-2000-668/,Пункт назначения,Final Destination,7.5120000000000005,103910.0,34,6.7,195411,2000,98,"фантастика,ужасы,детектив,триллер",США
495,3479,/film/3479/,Звездный путь 7: Поколения,Star Trek: Generations,6.692,2068.0,49,6.6,66176,1994,118,"боевик,фантастика,приключения,триллер,детектив",США
496,864,/film/planeta-sokrovishch-2002-864/,Планета сокровищ,Treasure Planet,8.109,35226.0,69,7.1,85533,2002,95,"фантастика,приключения,мультфильм,семейный",США
499,7639,/film/7639/,Тринадцать привидений,Thir13en Ghosts,6.718,21299.0,15,5.6,69563,2001,91,ужасы,"США,Канада"
502,8689,/film/8689/,Герой-любовник,Loverboy,7.131,344.0,44,6.0,6206,1989,98,комедия,США
503,602373,/film/602373/,Голодные игры: И вспыхнет пламя,The Hunger Games: Catching Fire,7.507999999999999,161997.0,89,7.5,552445,2013,146,"боевик,фантастика,приключения,триллер,детектив",США
506,397541,/film/397541/,Адреналин: Высокое напряжение,Crank: High Voltage,6.278,79713.0,64,6.2,125135,2009,96,"криминал,боевик,фэнтези,комедия",США
508,22188,/film/moguchie-utyata-2-1994-22188/,Могучие утята 2,D2: The Mighty Ducks,6.9,1685.0,20,6.0,30842,1994,106,"драма,семейный,спорт,комедия",США
513,5372,/film/svetloe-budushchee-2-uragannyy-ogon-1987-5372/,Светлое будущее 2: Ураганный огонь,Ying hung boon sik II,7.277,1233.0,80,7.4,7859,1987,105,"триллер,боевик,криминал,драма",Гонконг
514,902,/film/salvador-1985-902/,Сальвадор,Salvador,7.539,2661.0,88,7.5,16693,1985,122,"триллер,драма,военный","Великобритания,США"
515,759874,/film/ty-vodish-2018-759874/,Ты водишь!,Tag,6.59,24629.0,55,6.6,54240,2018,100,комедия,США
516,467152,/film/kvartet-2012-467152/,Квартет,Quartet,7.044,2876.0,80,6.8,17390,2012,94,"драма,комедия",Великобритания
517,13130,/film/evita-1996-13130/,Эвита,Evita,7.2860000000000005,2642.0,63,6.3,30908,1996,135,"мюзикл,драма,история,биография",США
518,276305,/film/276305/,Молодежная лихорадка,Young People Fucking,6.153,1346.0,35,6.3,18232,2007,87,"драма,мелодрама,комедия",Канада
523,691622,/film/proekt-dinozavr-2011-691622/,Проект «Динозавр»,The Dinosaur Project,5.0889999999999995,1489.0,29,4.7,4637,2011,83,"фантастика,приключения","ЮАР,Великобритания"
525,748168,/film/sever-ada-2014-748168/,Север ада,Home Sweet Hell,5.55,4491.0,5,5.4,11726,2014,98,"триллер,драма,комедия",США
529,853,/film/853/,Пленка,Tape,7.071000000000001,1258.0,78,7.3,17093,2001,86,драма,США
532,24703,/film/24703/,Чудеса,Qi ji,7.722,2809.0,60,7.2,3799,1989,122,"боевик,комедия,драма,криминал,мелодрама",Гонконг
534,745743,/film/745743/,Интервью,The Interview,6.069,26759.0,51,6.6,274970,2014,112,"боевик,комедия",США
536,6695,/film/6695/,Звёздные войны: Эпизод 1 – Скрытая угроза,Star Wars: Episode I - The Phantom Menace,7.907,147878.0,55,6.5,619466,1999,136,"фантастика,боевик,приключения,фэнтези",США
537,893108,/film/greysfild-2017-893108/,Грейсфилд,The Gracefield Incident,4.408,2223.0,0,4.1,1704,2017,89,"боевик,фантастика,ужасы,триллер,детектив","США,Канада"
540,826,/film/shaft-2000-826/,Шафт,Shaft,6.468999999999999,6763.0,68,5.9,61788,2000,99,"триллер,боевик,криминал","США,Германия"
541,196670,/film/superpes-2007-196670/,Суперпес,Underdog,5.39,2733.0,14,4.8,17368,2007,84,"боевик,фантастика,приключения,комедия,семейный,фэнтези",США
542,279624,/film/pobeg-iz-tyurmy-2008-279624/,Побег из тюрьмы,The Escapist,6.8,2563.0,66,6.8,15507,2008,102,"триллер,драма,криминал","Великобритания,Ирландия"
543,215577,/film/215577/,Тайна Мунакра,The Secret of Moonacre,6.473,5710.0,23,6.2,8353,2008,103,"мелодрама,приключения,фэнтези,семейный","Венгрия,Австралия,Великобритания,США,Франция,Новая Зеландия"
544,710,/film/kak-vazhno-byt-sereznym-2002-710/,Как важно быть серьезным,The Importance of Being Earnest,7.483,8412.0,57,6.9,20413,2002,97,"драма,мелодрама,комедия","Великобритания,США"
546,557958,/film/iskateli-mogil-2010-557958/,Искатели могил,Grave Encounters,6.428,23603.0,64,6.1,45486,2010,92,"триллер,ужасы",Канада
547,6113,/film/6113/,Воздушная тюрьма,Con Air,7.563,58174.0,55,6.8,243676,1997,115,"триллер,боевик,криминал",США
548,2962,/film/pervobytnyy-strakh-1996-2962/,Первобытный страх,Primal Fear,7.824,40465.0,74,7.7,151227,1996,130,"триллер,драма,детектив,криминал",США
549,13879,/film/13879/,Сканирование мозга,Brainscan,6.757999999999999,1792.0,23,6.1,9124,1994,92,"фантастика,ужасы,триллер,комедия","США,Великобритания,Канада"
550,17091,/film/17091/,Джуд,Jude,7.016,1539.0,81,7.0,9182,1996,123,"драма,мелодрама",Великобритания
551,611822,/film/velikaya-stena-2016-611822/,Великая стена,The Great Wall,6.064,41679.0,35,6.0,87181,2016,104,"триллер,боевик,приключения,фэнтези","Китай,Гонконг,Канада,Австралия,США"
559,4781,/film/4781/,Беспечные времена в «Риджмонт Хай»,Fast Times at Ridgemont High,6.6370000000000005,2243.0,78,7.2,79411,1982,90,"мелодрама,комедия",США
562,893323,/film/893323/,Надоеда,The Meddler,6.091,1253.0,84,6.3,8119,2015,103,"драма,мелодрама,комедия",США
568,15204,/film/romeo-i-dzhuletta-1968-15204/,Ромео и Джульетта,Romeo and Juliet,8.215,33193.0,94,7.6,26014,1968,133,"драма,мелодрама","Великобритания,Италия"
569,522892,/film/illyuziya-obmana-2013-522892/,Иллюзия обмана,Now You See Me,7.716,233899.0,49,7.3,531141,2013,115,"триллер,криминал,детектив","США,Франция"
572,105745,/film/105745/,Приходи пораньше,Come Early Morning,5.82,186.0,83,6.2,2442,2006,97,"драма,мелодрама",США
574,582269,/film/582269/,Большие надежды,Great Expectations,6.732,9296.0,65,6.4,10499,2012,128,"драма,мелодрама","Великобритания,США"
581,1981,/film/1981/,Проснувшись в Рино,Waking Up in Reno,5.763999999999999,919.0,13,5.5,5297,2001,91,"мелодрама,комедия",США
584,782738,/film/akuliy-tornado-2-2014-782738/,Акулий торнадо 2 ,Sharknado 2: The Second One,3.903,874.0,59,4.1,15304,2014,90,"боевик,фантастика,приключения,комедия,ужасы",США
586,336,/film/proletaya-nad-gnezdom-kukushki-1975-336/,Пролетая над гнездом кукушки,One Flew Over the Cuckoo's Nest,8.552,217730.0,94,8.7,799059,1975,133,драма,США
587,22854,/film/politseyskaya-akademiya-4-grazhdane-v-dozore-1987-22854/,Полицейская академия 4: Граждане в дозоре,Police Academy 4: Citizens on Patrol,6.768,14619.0,0,4.9,35251,1987,88,"криминал,комедия",США
589,687,/film/687/,Хардбол,Hardball,7.1339999999999995,6478.0,39,6.4,24746,2001,106,"драма,спорт","США,Германия"
591,358,/film/taksist-1976-358/,Таксист,Taxi Driver,7.928999999999999,64824.0,98,8.3,609508,1976,114,"триллер,драма,криминал",США
592,9439,/film/9439/,Салон красоты «Венера»,Vénus beauté (institut),6.591,728.0,60,6.4,3585,1998,105,"драма,мелодрама,комедия",Франция
